id,article_id,article_title,legal_subject,condition,effect,condition_norm,effect_norm,content,embedding_text
65,24,Gây thiệt hại trong khi bắt giữ người phạm tội,người bắt giữ người phạm tội,để bắt giữ người thực hiện hành vi phạm tội và không còn cách nào khác ngoài việc sử dụng vũ lực cần thiết gây thiệt hại cho người bị bắt giữ,không phải là tội phạm,BAT_GIU_NGUOI_PHAM_TOI_DUNG_MUC,KHONG_PHAI_TOI_PHAM,"Điều 24. Gây thiệt hại trong khi bắt giữ người phạm tội
1. Hành vi của người để bắt giữ người thực hiện hành vi phạm tội mà không còn cách nào khác là buộc phải sử dụng vũ lực cần thiết gây thiệt hại cho người bị bắt giữ thì không phải là tội phạm.
2. Trường hợp gây thiệt hại do sử dụng vũ lực rõ ràng vượt quá mức cần thiết, thì người gây thiệt hại phải chịu trách nhiệm hình sự.","Legal Subject:
người bắt giữ người phạm tội

Condition:
để bắt giữ người thực hiện hành vi phạm tội và không còn cách nào khác ngoài việc sử dụng vũ lực cần thiết gây thiệt hại cho người bị bắt giữ

Effect:
không phải là tội phạm

Article:
Gây thiệt hại trong khi bắt giữ người phạm tội"
66,24,Gây thiệt hại trong khi bắt giữ người phạm tội,người gây thiệt hại,sử dụng vũ lực rõ ràng vượt quá mức cần thiết khi bắt giữ người phạm tội,chịu trách nhiệm hình sự,VUOT_QUA_MUC_CAN_THIET_KHI_BAT_GIU,CHIU_TRACH_NHIEM_HINH_SU,"Điều 24. Gây thiệt hại trong khi bắt giữ người phạm tội
1. Hành vi của người để bắt giữ người thực hiện hành vi phạm tội mà không còn cách nào khác là buộc phải sử dụng vũ lực cần thiết gây thiệt hại cho người bị bắt giữ thì không phải là tội phạm.
2. Trường hợp gây thiệt hại do sử dụng vũ lực rõ ràng vượt quá mức cần thiết, thì người gây thiệt hại phải chịu trách nhiệm hình sự.","Legal Subject:
người gây thiệt hại

Condition:
sử dụng vũ lực rõ ràng vượt quá mức cần thiết khi bắt giữ người phạm tội

Effect:
chịu trách nhiệm hình sự

Article:
Gây thiệt hại trong khi bắt giữ người phạm tội"
67,25,"Rủi ro trong nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ","người thực hiện nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ","gây thiệt hại trong khi nghiên cứu, thử nghiệm hoặc áp dụng tiến bộ khoa học, kỹ thuật và công nghệ mới và đã tuân thủ đúng quy trình, quy phạm, áp dụng đầy đủ biện pháp phòng ngừa",không phải là tội phạm,RUI_RO_TRONG_NGHIEN_CUU_HOP_PHAP,KHONG_PHAI_TOI_PHAM,"Điều 25. Rủi ro trong nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ
Hành vi gây ra thiệt hại trong khi thực hiện việc nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ mới mặc dù đã tuân thủ đúng quy trình, quy phạm, áp dụng đầy đủ biện pháp phòng ngừa thì không phải là tội phạm.
Người nào không áp dụng đúng quy trình, quy phạm, không áp dụng đầy đủ biện pháp phòng ngừa mà gây thiệt hại thì vẫn phải chịu trách nhiệm hình sự.","Legal Subject:
người thực hiện nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ

Condition:
gây thiệt hại trong khi nghiên cứu, thử nghiệm hoặc áp dụng tiến bộ khoa học, kỹ thuật và công nghệ mới và đã tuân thủ đúng quy trình, quy phạm, áp dụng đầy đủ biện pháp phòng ngừa

Effect:
không phải là tội phạm

Article:
Rủi ro trong nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ"
68,25,"Rủi ro trong nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ","người thực hiện nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ","không áp dụng đúng quy trình, quy phạm hoặc không áp dụng đầy đủ biện pháp phòng ngừa mà gây thiệt hại",chịu trách nhiệm hình sự,VI_PHAM_QUY_TRINH_AN_TOAN,CHIU_TRACH_NHIEM_HINH_SU,"Điều 25. Rủi ro trong nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ
Hành vi gây ra thiệt hại trong khi thực hiện việc nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ mới mặc dù đã tuân thủ đúng quy trình, quy phạm, áp dụng đầy đủ biện pháp phòng ngừa thì không phải là tội phạm.
Người nào không áp dụng đúng quy trình, quy phạm, không áp dụng đầy đủ biện pháp phòng ngừa mà gây thiệt hại thì vẫn phải chịu trách nhiệm hình sự.","Legal Subject:
người thực hiện nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ

Condition:
không áp dụng đúng quy trình, quy phạm hoặc không áp dụng đầy đủ biện pháp phòng ngừa mà gây thiệt hại

Effect:
chịu trách nhiệm hình sự

Article:
Rủi ro trong nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ"
69,26,Thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên,người thi hành mệnh lệnh,"gây thiệt hại trong khi thi hành mệnh lệnh của người chỉ huy hoặc cấp trên trong lực lượng vũ trang nhân dân để thực hiện nhiệm vụ quốc phòng, an ninh và đã thực hiện đầy đủ quy trình báo cáo nhưng vẫn bị yêu cầu chấp hành mệnh lệnh",không phải chịu trách nhiệm hình sự,THI_HANH_MENH_LENH_HOP_LE,KHONG_CHIU_TRACH_NHIEM_HINH_SU,"Điều 26. Thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên
Người thực hiện hành vi gây thiệt hại trong khi thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên trong lực lượng vũ trang nhân dân để thực hiện nhiệm vụ quốc phòng, an ninh nếu đã thực hiện đầy đủ quy trình báo cáo người ra mệnh lệnh nhưng người ra mệnh lệnh vẫn yêu cầu chấp hành mệnh lệnh đó, thì không phải chịu trách nhiệm hình sự. Trong trường hợp này người ra mệnh lệnh phải chịu trách nhiệm hình sự.
Quy định này không áp dụng đối với các trường hợp quy định tại khoản 2 Điều 421, khoản 2 Điều 422 và khoản 2 Điều 423 của Bộ luật này.
Chương V
THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ, MIỄN TRÁCH NHIỆM HÌNH SỰ","Legal Subject:
người thi hành mệnh lệnh

Condition:
gây thiệt hại trong khi thi hành mệnh lệnh của người chỉ huy hoặc cấp trên trong lực lượng vũ trang nhân dân để thực hiện nhiệm vụ quốc phòng, an ninh và đã thực hiện đầy đủ quy trình báo cáo nhưng vẫn bị yêu cầu chấp hành mệnh lệnh

Effect:
không phải chịu trách nhiệm hình sự

Article:
Thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên"
70,26,Thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên,người ra mệnh lệnh,yêu cầu chấp hành mệnh lệnh sau khi người thi hành đã thực hiện đầy đủ quy trình báo cáo,chịu trách nhiệm hình sự,RA_MENH_LENH_TRAI_PHAP_LUAT,CHIU_TRACH_NHIEM_HINH_SU,"Điều 26. Thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên
Người thực hiện hành vi gây thiệt hại trong khi thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên trong lực lượng vũ trang nhân dân để thực hiện nhiệm vụ quốc phòng, an ninh nếu đã thực hiện đầy đủ quy trình báo cáo người ra mệnh lệnh nhưng người ra mệnh lệnh vẫn yêu cầu chấp hành mệnh lệnh đó, thì không phải chịu trách nhiệm hình sự. Trong trường hợp này người ra mệnh lệnh phải chịu trách nhiệm hình sự.
Quy định này không áp dụng đối với các trường hợp quy định tại khoản 2 Điều 421, khoản 2 Điều 422 và khoản 2 Điều 423 của Bộ luật này.
Chương V
THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ, MIỄN TRÁCH NHIỆM HÌNH SỰ","Legal Subject:
người ra mệnh lệnh

Condition:
yêu cầu chấp hành mệnh lệnh sau khi người thi hành đã thực hiện đầy đủ quy trình báo cáo

Effect:
chịu trách nhiệm hình sự

Article:
Thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên"
71,27,Thời hiệu truy cứu trách nhiệm hình sự,người phạm tội,đã hết thời hiệu truy cứu trách nhiệm hình sự theo quy định của Bộ luật Hình sự,không bị truy cứu trách nhiệm hình sự,HET_THOI_HIEU_TRUY_CUU,KHONG_BI_TRUY_CUU_TNHS,"Điều 27. Thời hiệu truy cứu trách nhiệm hình sự
1. Thời hiệu truy cứu trách nhiệm hình sự là thời hạn do Bộ luật này quy định mà khi hết thời hạn đó thì người phạm tội không bị truy cứu trách nhiệm hình sự.
2. Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau:
a) 05 năm đối với tội phạm ít nghiêm trọng;
b) 10 năm đối với tội phạm nghiêm trọng;
c) 15 năm đối với tội phạm rất nghiêm trọng;
d) 20 năm đối với tội phạm đặc biệt nghiêm trọng.
3. Thời hiệu truy cứu trách nhiệm hình sự được tính từ ngày tội phạm được thực hiện. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội lại thực hiện hành vi phạm tội mới mà Bộ luật này quy định mức cao nhất của khung hình phạt đối với tội ấy trên 01 năm tù, thì thời hiệu đối với tội cũ được tính lại kể từ ngày thực hiện hành vi phạm tội mới.
Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội cố tình trốn tránh và đã có quyết định truy nã, thì thời hiệu tính lại kể từ khi người đó ra đầu thú hoặc bị bắt giữ.","Legal Subject:
người phạm tội

Condition:
đã hết thời hiệu truy cứu trách nhiệm hình sự theo quy định của Bộ luật Hình sự

Effect:
không bị truy cứu trách nhiệm hình sự

Article:
Thời hiệu truy cứu trách nhiệm hình sự"
72,27,Thời hiệu truy cứu trách nhiệm hình sự,tội phạm ít nghiêm trọng,xác định thời hiệu truy cứu trách nhiệm hình sự,thời hiệu là 05 năm,THOI_HIEU_TRUY_CUU,THOI_HIEU_05_NAM,"Điều 27. Thời hiệu truy cứu trách nhiệm hình sự
1. Thời hiệu truy cứu trách nhiệm hình sự là thời hạn do Bộ luật này quy định mà khi hết thời hạn đó thì người phạm tội không bị truy cứu trách nhiệm hình sự.
2. Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau:
a) 05 năm đối với tội phạm ít nghiêm trọng;
b) 10 năm đối với tội phạm nghiêm trọng;
c) 15 năm đối với tội phạm rất nghiêm trọng;
d) 20 năm đối với tội phạm đặc biệt nghiêm trọng.
3. Thời hiệu truy cứu trách nhiệm hình sự được tính từ ngày tội phạm được thực hiện. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội lại thực hiện hành vi phạm tội mới mà Bộ luật này quy định mức cao nhất của khung hình phạt đối với tội ấy trên 01 năm tù, thì thời hiệu đối với tội cũ được tính lại kể từ ngày thực hiện hành vi phạm tội mới.
Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội cố tình trốn tránh và đã có quyết định truy nã, thì thời hiệu tính lại kể từ khi người đó ra đầu thú hoặc bị bắt giữ.","Legal Subject:
tội phạm ít nghiêm trọng

Condition:
xác định thời hiệu truy cứu trách nhiệm hình sự

Effect:
thời hiệu là 05 năm

Article:
Thời hiệu truy cứu trách nhiệm hình sự"
73,27,Thời hiệu truy cứu trách nhiệm hình sự,tội phạm nghiêm trọng,xác định thời hiệu truy cứu trách nhiệm hình sự,thời hiệu là 10 năm,THOI_HIEU_TRUY_CUU,THOI_HIEU_10_NAM,"Điều 27. Thời hiệu truy cứu trách nhiệm hình sự
1. Thời hiệu truy cứu trách nhiệm hình sự là thời hạn do Bộ luật này quy định mà khi hết thời hạn đó thì người phạm tội không bị truy cứu trách nhiệm hình sự.
2. Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau:
a) 05 năm đối với tội phạm ít nghiêm trọng;
b) 10 năm đối với tội phạm nghiêm trọng;
c) 15 năm đối với tội phạm rất nghiêm trọng;
d) 20 năm đối với tội phạm đặc biệt nghiêm trọng.
3. Thời hiệu truy cứu trách nhiệm hình sự được tính từ ngày tội phạm được thực hiện. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội lại thực hiện hành vi phạm tội mới mà Bộ luật này quy định mức cao nhất của khung hình phạt đối với tội ấy trên 01 năm tù, thì thời hiệu đối với tội cũ được tính lại kể từ ngày thực hiện hành vi phạm tội mới.
Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội cố tình trốn tránh và đã có quyết định truy nã, thì thời hiệu tính lại kể từ khi người đó ra đầu thú hoặc bị bắt giữ.","Legal Subject:
tội phạm nghiêm trọng

Condition:
xác định thời hiệu truy cứu trách nhiệm hình sự

Effect:
thời hiệu là 10 năm

Article:
Thời hiệu truy cứu trách nhiệm hình sự"
74,27,Thời hiệu truy cứu trách nhiệm hình sự,tội phạm rất nghiêm trọng,xác định thời hiệu truy cứu trách nhiệm hình sự,thời hiệu là 15 năm,THOI_HIEU_TRUY_CUU,THOI_HIEU_15_NAM,"Điều 27. Thời hiệu truy cứu trách nhiệm hình sự
1. Thời hiệu truy cứu trách nhiệm hình sự là thời hạn do Bộ luật này quy định mà khi hết thời hạn đó thì người phạm tội không bị truy cứu trách nhiệm hình sự.
2. Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau:
a) 05 năm đối với tội phạm ít nghiêm trọng;
b) 10 năm đối với tội phạm nghiêm trọng;
c) 15 năm đối với tội phạm rất nghiêm trọng;
d) 20 năm đối với tội phạm đặc biệt nghiêm trọng.
3. Thời hiệu truy cứu trách nhiệm hình sự được tính từ ngày tội phạm được thực hiện. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội lại thực hiện hành vi phạm tội mới mà Bộ luật này quy định mức cao nhất của khung hình phạt đối với tội ấy trên 01 năm tù, thì thời hiệu đối với tội cũ được tính lại kể từ ngày thực hiện hành vi phạm tội mới.
Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội cố tình trốn tránh và đã có quyết định truy nã, thì thời hiệu tính lại kể từ khi người đó ra đầu thú hoặc bị bắt giữ.","Legal Subject:
tội phạm rất nghiêm trọng

Condition:
xác định thời hiệu truy cứu trách nhiệm hình sự

Effect:
thời hiệu là 15 năm

Article:
Thời hiệu truy cứu trách nhiệm hình sự"
75,27,Thời hiệu truy cứu trách nhiệm hình sự,tội phạm đặc biệt nghiêm trọng,xác định thời hiệu truy cứu trách nhiệm hình sự,thời hiệu là 20 năm,THOI_HIEU_TRUY_CUU,THOI_HIEU_20_NAM,"Điều 27. Thời hiệu truy cứu trách nhiệm hình sự
1. Thời hiệu truy cứu trách nhiệm hình sự là thời hạn do Bộ luật này quy định mà khi hết thời hạn đó thì người phạm tội không bị truy cứu trách nhiệm hình sự.
2. Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau:
a) 05 năm đối với tội phạm ít nghiêm trọng;
b) 10 năm đối với tội phạm nghiêm trọng;
c) 15 năm đối với tội phạm rất nghiêm trọng;
d) 20 năm đối với tội phạm đặc biệt nghiêm trọng.
3. Thời hiệu truy cứu trách nhiệm hình sự được tính từ ngày tội phạm được thực hiện. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội lại thực hiện hành vi phạm tội mới mà Bộ luật này quy định mức cao nhất của khung hình phạt đối với tội ấy trên 01 năm tù, thì thời hiệu đối với tội cũ được tính lại kể từ ngày thực hiện hành vi phạm tội mới.
Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội cố tình trốn tránh và đã có quyết định truy nã, thì thời hiệu tính lại kể từ khi người đó ra đầu thú hoặc bị bắt giữ.","Legal Subject:
tội phạm đặc biệt nghiêm trọng

Condition:
xác định thời hiệu truy cứu trách nhiệm hình sự

Effect:
thời hiệu là 20 năm

Article:
Thời hiệu truy cứu trách nhiệm hình sự"
76,27,Thời hiệu truy cứu trách nhiệm hình sự,người phạm tội,xác định thời hiệu truy cứu trách nhiệm hình sự,thời hiệu được tính từ ngày tội phạm được thực hiện,THOI_HIEU_TRUY_CUU,TINH_TU_NGAY_PHAM_TOI,"Điều 27. Thời hiệu truy cứu trách nhiệm hình sự
1. Thời hiệu truy cứu trách nhiệm hình sự là thời hạn do Bộ luật này quy định mà khi hết thời hạn đó thì người phạm tội không bị truy cứu trách nhiệm hình sự.
2. Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau:
a) 05 năm đối với tội phạm ít nghiêm trọng;
b) 10 năm đối với tội phạm nghiêm trọng;
c) 15 năm đối với tội phạm rất nghiêm trọng;
d) 20 năm đối với tội phạm đặc biệt nghiêm trọng.
3. Thời hiệu truy cứu trách nhiệm hình sự được tính từ ngày tội phạm được thực hiện. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội lại thực hiện hành vi phạm tội mới mà Bộ luật này quy định mức cao nhất của khung hình phạt đối với tội ấy trên 01 năm tù, thì thời hiệu đối với tội cũ được tính lại kể từ ngày thực hiện hành vi phạm tội mới.
Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội cố tình trốn tránh và đã có quyết định truy nã, thì thời hiệu tính lại kể từ khi người đó ra đầu thú hoặc bị bắt giữ.","Legal Subject:
người phạm tội

Condition:
xác định thời hiệu truy cứu trách nhiệm hình sự

Effect:
thời hiệu được tính từ ngày tội phạm được thực hiện

Article:
Thời hiệu truy cứu trách nhiệm hình sự"
77,27,Thời hiệu truy cứu trách nhiệm hình sự,người phạm tội,trong thời hiệu truy cứu trách nhiệm hình sự lại thực hiện tội phạm mới có mức cao nhất của khung hình phạt trên 01 năm tù,thời hiệu đối với tội cũ được tính lại từ ngày thực hiện tội phạm mới,PHAM_TOI_MOI_TRONG_THOI_HIEU,TINH_LAI_THOI_HIEU,"Điều 27. Thời hiệu truy cứu trách nhiệm hình sự
1. Thời hiệu truy cứu trách nhiệm hình sự là thời hạn do Bộ luật này quy định mà khi hết thời hạn đó thì người phạm tội không bị truy cứu trách nhiệm hình sự.
2. Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau:
a) 05 năm đối với tội phạm ít nghiêm trọng;
b) 10 năm đối với tội phạm nghiêm trọng;
c) 15 năm đối với tội phạm rất nghiêm trọng;
d) 20 năm đối với tội phạm đặc biệt nghiêm trọng.
3. Thời hiệu truy cứu trách nhiệm hình sự được tính từ ngày tội phạm được thực hiện. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội lại thực hiện hành vi phạm tội mới mà Bộ luật này quy định mức cao nhất của khung hình phạt đối với tội ấy trên 01 năm tù, thì thời hiệu đối với tội cũ được tính lại kể từ ngày thực hiện hành vi phạm tội mới.
Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội cố tình trốn tránh và đã có quyết định truy nã, thì thời hiệu tính lại kể từ khi người đó ra đầu thú hoặc bị bắt giữ.","Legal Subject:
người phạm tội

Condition:
trong thời hiệu truy cứu trách nhiệm hình sự lại thực hiện tội phạm mới có mức cao nhất của khung hình phạt trên 01 năm tù

Effect:
thời hiệu đối với tội cũ được tính lại từ ngày thực hiện tội phạm mới

Article:
Thời hiệu truy cứu trách nhiệm hình sự"
78,29,Căn cứ miễn trách nhiệm hình sự,người phạm tội,"khi tiến hành điều tra, truy tố hoặc xét xử có sự thay đổi chính sách, pháp luật làm cho hành vi phạm tội không còn nguy hiểm cho xã hội",được miễn trách nhiệm hình sự,THAY_DOI_CHINH_SACH_PHAP_LUAT,MIEN_TRACH_NHIEM_HINH_SU,"Điều 29. Căn cứ miễn trách nhiệm hình sự
1. Người phạm tội được miễn trách nhiệm hình sự khi có một trong những căn cứ sau đây:
a) Khi tiến hành điều tra, truy tố hoặc xét xử, do có sự thay đổi chính sách, pháp luật làm cho hành vi phạm tội không còn nguy hiểm cho xã hội nữa;
b) Khi có quyết định đại xá.
2. Người phạm tội có thể được miễn trách nhiệm hình sự khi có một trong các căn cứ sau đây:
a) Khi tiến hành điều tra, truy tố, xét xử do chuyển biến của tình hình mà người phạm tội không còn nguy hiểm cho xã hội nữa;
b) Khi tiến hành điều tra, truy tố, xét xử, người phạm tội mắc bệnh hiểm nghèo dẫn đến không còn khả năng gây nguy hiểm cho xã hội nữa;
c) Trước khi hành vi phạm tội bị phát giác,[9] người phạm tội tự thú, khai rõ sự việc, góp phần có hiệu quả vào việc phát hiện và điều tra tội phạm, cố gắng hạn chế đến mức thấp nhất hậu quả của tội phạm và lập công lớn hoặc có cống hiến đặc biệt, được Nhà nước và xã hội thừa nhận.
3. Người thực hiện tội phạm nghiêm trọng do vô ý hoặc tội phạm ít nghiêm trọng[10] gây thiệt hại về tính mạng, sức khỏe, danh dự, nhân phẩm hoặc tài sản của người khác, đã tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả[11] và được người bị hại hoặc người đại diện hợp pháp[12] của người bị hại tự nguyện hòa giải và đề nghị miễn trách nhiệm hình sự, thì có thể được miễn trách nhiệm hình sự.
Chương VI 
HÌNH PHẠT","Legal Subject:
người phạm tội

Condition:
khi tiến hành điều tra, truy tố hoặc xét xử có sự thay đổi chính sách, pháp luật làm cho hành vi phạm tội không còn nguy hiểm cho xã hội

Effect:
được miễn trách nhiệm hình sự

Article:
Căn cứ miễn trách nhiệm hình sự"
79,29,Căn cứ miễn trách nhiệm hình sự,người phạm tội,có quyết định đại xá,được miễn trách nhiệm hình sự,DAI_XA,MIEN_TRACH_NHIEM_HINH_SU,"Điều 29. Căn cứ miễn trách nhiệm hình sự
1. Người phạm tội được miễn trách nhiệm hình sự khi có một trong những căn cứ sau đây:
a) Khi tiến hành điều tra, truy tố hoặc xét xử, do có sự thay đổi chính sách, pháp luật làm cho hành vi phạm tội không còn nguy hiểm cho xã hội nữa;
b) Khi có quyết định đại xá.
2. Người phạm tội có thể được miễn trách nhiệm hình sự khi có một trong các căn cứ sau đây:
a) Khi tiến hành điều tra, truy tố, xét xử do chuyển biến của tình hình mà người phạm tội không còn nguy hiểm cho xã hội nữa;
b) Khi tiến hành điều tra, truy tố, xét xử, người phạm tội mắc bệnh hiểm nghèo dẫn đến không còn khả năng gây nguy hiểm cho xã hội nữa;
c) Trước khi hành vi phạm tội bị phát giác,[9] người phạm tội tự thú, khai rõ sự việc, góp phần có hiệu quả vào việc phát hiện và điều tra tội phạm, cố gắng hạn chế đến mức thấp nhất hậu quả của tội phạm và lập công lớn hoặc có cống hiến đặc biệt, được Nhà nước và xã hội thừa nhận.
3. Người thực hiện tội phạm nghiêm trọng do vô ý hoặc tội phạm ít nghiêm trọng[10] gây thiệt hại về tính mạng, sức khỏe, danh dự, nhân phẩm hoặc tài sản của người khác, đã tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả[11] và được người bị hại hoặc người đại diện hợp pháp[12] của người bị hại tự nguyện hòa giải và đề nghị miễn trách nhiệm hình sự, thì có thể được miễn trách nhiệm hình sự.
Chương VI 
HÌNH PHẠT","Legal Subject:
người phạm tội

Condition:
có quyết định đại xá

Effect:
được miễn trách nhiệm hình sự

Article:
Căn cứ miễn trách nhiệm hình sự"
80,29,Căn cứ miễn trách nhiệm hình sự,người phạm tội,"khi tiến hành điều tra, truy tố, xét xử do chuyển biến của tình hình mà không còn nguy hiểm cho xã hội",có thể được miễn trách nhiệm hình sự,KHONG_CON_NGUY_HIEM_CHO_XA_HOI,CO_THE_MIEN_TNHS,"Điều 29. Căn cứ miễn trách nhiệm hình sự
1. Người phạm tội được miễn trách nhiệm hình sự khi có một trong những căn cứ sau đây:
a) Khi tiến hành điều tra, truy tố hoặc xét xử, do có sự thay đổi chính sách, pháp luật làm cho hành vi phạm tội không còn nguy hiểm cho xã hội nữa;
b) Khi có quyết định đại xá.
2. Người phạm tội có thể được miễn trách nhiệm hình sự khi có một trong các căn cứ sau đây:
a) Khi tiến hành điều tra, truy tố, xét xử do chuyển biến của tình hình mà người phạm tội không còn nguy hiểm cho xã hội nữa;
b) Khi tiến hành điều tra, truy tố, xét xử, người phạm tội mắc bệnh hiểm nghèo dẫn đến không còn khả năng gây nguy hiểm cho xã hội nữa;
c) Trước khi hành vi phạm tội bị phát giác,[9] người phạm tội tự thú, khai rõ sự việc, góp phần có hiệu quả vào việc phát hiện và điều tra tội phạm, cố gắng hạn chế đến mức thấp nhất hậu quả của tội phạm và lập công lớn hoặc có cống hiến đặc biệt, được Nhà nước và xã hội thừa nhận.
3. Người thực hiện tội phạm nghiêm trọng do vô ý hoặc tội phạm ít nghiêm trọng[10] gây thiệt hại về tính mạng, sức khỏe, danh dự, nhân phẩm hoặc tài sản của người khác, đã tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả[11] và được người bị hại hoặc người đại diện hợp pháp[12] của người bị hại tự nguyện hòa giải và đề nghị miễn trách nhiệm hình sự, thì có thể được miễn trách nhiệm hình sự.
Chương VI 
HÌNH PHẠT","Legal Subject:
người phạm tội

Condition:
khi tiến hành điều tra, truy tố, xét xử do chuyển biến của tình hình mà không còn nguy hiểm cho xã hội

Effect:
có thể được miễn trách nhiệm hình sự

Article:
Căn cứ miễn trách nhiệm hình sự"
81,29,Căn cứ miễn trách nhiệm hình sự,người phạm tội,mắc bệnh hiểm nghèo dẫn đến không còn khả năng gây nguy hiểm cho xã hội,có thể được miễn trách nhiệm hình sự,BENH_HIEM_NGHEO_KHONG_CON_NGUY_HIEM,CO_THE_MIEN_TNHS,"Điều 29. Căn cứ miễn trách nhiệm hình sự
1. Người phạm tội được miễn trách nhiệm hình sự khi có một trong những căn cứ sau đây:
a) Khi tiến hành điều tra, truy tố hoặc xét xử, do có sự thay đổi chính sách, pháp luật làm cho hành vi phạm tội không còn nguy hiểm cho xã hội nữa;
b) Khi có quyết định đại xá.
2. Người phạm tội có thể được miễn trách nhiệm hình sự khi có một trong các căn cứ sau đây:
a) Khi tiến hành điều tra, truy tố, xét xử do chuyển biến của tình hình mà người phạm tội không còn nguy hiểm cho xã hội nữa;
b) Khi tiến hành điều tra, truy tố, xét xử, người phạm tội mắc bệnh hiểm nghèo dẫn đến không còn khả năng gây nguy hiểm cho xã hội nữa;
c) Trước khi hành vi phạm tội bị phát giác,[9] người phạm tội tự thú, khai rõ sự việc, góp phần có hiệu quả vào việc phát hiện và điều tra tội phạm, cố gắng hạn chế đến mức thấp nhất hậu quả của tội phạm và lập công lớn hoặc có cống hiến đặc biệt, được Nhà nước và xã hội thừa nhận.
3. Người thực hiện tội phạm nghiêm trọng do vô ý hoặc tội phạm ít nghiêm trọng[10] gây thiệt hại về tính mạng, sức khỏe, danh dự, nhân phẩm hoặc tài sản của người khác, đã tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả[11] và được người bị hại hoặc người đại diện hợp pháp[12] của người bị hại tự nguyện hòa giải và đề nghị miễn trách nhiệm hình sự, thì có thể được miễn trách nhiệm hình sự.
Chương VI 
HÌNH PHẠT","Legal Subject:
người phạm tội

Condition:
mắc bệnh hiểm nghèo dẫn đến không còn khả năng gây nguy hiểm cho xã hội

Effect:
có thể được miễn trách nhiệm hình sự

Article:
Căn cứ miễn trách nhiệm hình sự"
